Size,Volatility,POV,Cost
0.158783738,0.024,0.033720619,1.705080825
0.280958049,0.0285,0.035713442,1.55849878
0.235012554,0.0518,0.037901534,3.203023377
0.100534956,0.0242,0.032364856,2.639685619
0.217108989,0.0123,0.033791031,1.071955817
0.297947899,0.029,0.034565545,1.450632605
0.211721019,0.0043,0.033678973,0.945747274
0.204504516,0.0151,0.033961511,1.562327246
0.1553735,0.0134,0.034098441,1.4755541
0.174683611,0.0067,0.0335712,1.065825995
0.1760551,0.0089,0.033669557,0.987876485
0.184859627,0.0097,0.033493945,1.36067764
0.280618579,0.0033,0.032477713,0.865851366
0.215676102,0.0152,0.033649571,1.588176798
0.103746512,0.0259,0.032478815,1.714597209
0.185993203,0.0074,0.033513984,1.039306383
0.307853431,0.0137,0.034114742,1.597341569
0.128386905,0.0164,0.032894155,1.182492857
0.2497105,0.0293,0.032403794,0.93363
0.184181556,0.0049,0.033658004,0.981734708
0.168135489,0.007,0.033502024,0.986235686
0.058041379,0.0169,0.029546507,1.382638793
0.213031453,0.0085,0.033709169,1.070140597
0.33446699,0.0222,0.034104955,2.501150971
0.290066228,0.0244,0.034316431,2.071010965
0.188103719,0.016,0.034333406,0.933969421
0.179765942,0.0066,0.033507488,1.092179226
0.190548739,0.006,0.033389498,1.040185586
0.098104,0.0246,0.032727194,1.821884
0.231960697,0.0146,0.034149357,1.405397623
0.208092268,0.0221,0.032187278,1.409978351
0.076123932,0.0199,0.032862658,2.265879915
0.256520031,0.0063,0.033637682,1.295221031
0.077690826,0.0473,0.031861333,4.147424771
0.329214749,0.0159,0.034537822,1.68389318
0.192626531,0.0248,0.035094087,2.072387172
0.144795708,0.0313,0.034487563,2.499417597
0.201545264,0.0064,0.033597728,1.09517508
0.235904777,0.0225,0.034164652,1.793882643
0.26749093,0.0181,0.033234318,1.522804308
0.192491121,0.0297,0.032049184,1.74297757
0.369162562,0.0193,0.032985541,1.626488177
0.205124566,0.0061,0.033467157,1.170273808
0.362554626,0.0239,0.033586773,2.066225551
0.193285497,0.0131,0.033128217,1.513958162
0.18434735,0.0114,0.03408007,1.02291918
0.136255895,0.0521,0.033122787,3.540262882
0.285410559,0.0236,0.033231933,1.307535404
0.163263672,0.0111,0.033567222,1.182194322
0.185354545,0.0281,0.033196936,2.545758741
0.260459813,0.0147,0.03441614,1.877282991
0.212901659,0.0196,0.03316488,1.828768483
0.094273885,0.0513,0.033180861,4.313467941
0.188137746,0.0104,0.033450881,1.028537938
0.17952494,0.0109,0.033179152,1.342741141
0.199902376,0.0057,0.033726763,0.967422479
0.186886758,0.0223,0.035390067,2.326080365
0.148355562,0.0113,0.033491376,1.093258689
0.181806306,0.0481,0.031680906,2.840796847
0.142463014,0.0235,0.033111297,2.14731933
0.113665502,0.0493,0.035480687,2.339435371
0.203480863,0.0071,0.033814261,0.909318624
0.891689343,0.0273,0.034450786,2.03891927
0.188645123,0.009,0.033547947,1.100964112
0.151920455,0.0179,0.034083778,2.04972132
0.184748495,0.012,0.033481889,1.092568106
0.170062273,0.0463,0.036513142,3.182094091
0.208011145,0.0102,0.033587326,1.15787829
0.238842039,0.0119,0.033596833,1.412409371
0.20830132,0.0068,0.033514037,0.990574412
0.174675851,0.0053,0.033454069,1.116338911
0.110506407,0.0327,0.032019497,2.538730435
0.174395592,0.0041,0.03361855,1.076183353
0.17221131,0.0135,0.03333043,1.779101792
0.330155079,0.0275,0.036475409,1.866561851
0.218558195,0.0099,0.034152757,1.074218348
0.128241709,0.0271,0.031382958,2.243766834
0.184933362,0.0149,0.033266921,1.534512124
0.20549143,0.0079,0.033717504,1.029504192
0.111974654,0.0231,0.033000918,1.784856682
0.201325234,0.0634,0.03653486,3.531038318
0.201498847,0.0078,0.033560039,1.856365331
0.308009548,0.0313,0.034169931,3.130936181
0.202050218,0.0225,0.034030446,3.203317904
0.209124598,0.0186,0.032290039,1.575152414
0.466578017,0.0192,0.034487518,3.08695686
0.184333991,0.0135,0.03308104,1.955960434
0.161446374,0.0088,0.033564643,1.615651534
0.153092786,0.0216,0.032241628,4.762162942
0.125762868,0.0052,0.033521952,1.8069611
0.146405907,0.0608,0.034478279,7.539888608
0.246057214,0.0323,0.035782754,2.863361194
0.221101678,0.016,0.033671959,1.679870715
0.255547788,0.0206,0.033501425,2.348103009
0.163513027,0.0105,0.033578725,2.053666516
0.273305042,0.0282,0.033914689,3.568043697
0.193654043,0.0379,0.033041473,3.986782128
0.169224771,0.027,0.03512908,2.233225688
0.18902156,0.0653,0.034172815,4.124978899
0.14963682,0.0269,0.034545073,4.085324686
0.18336608,0.0188,0.033871648,2.193914129
0.019268619,0.0193,0.033048732,2.71524477
0.179244793,0.0067,0.033715238,1.860884511
0.239072668,0.0117,0.033524641,2.082276952
0.188604219,0.0322,0.034305908,6.697217722
0.226116075,0.0094,0.03364493,1.894839542
0.175392706,0.0202,0.033581361,2.623388941
0.173328696,0.0549,0.033118697,11.03256913
0.25132312,0.0144,0.033620179,1.979866107
0.158597725,0.0055,0.033642253,1.680993337
0.210531117,0.0063,0.033765255,1.495466113
0.198831442,0.018,0.034151412,2.671146166
0.162057361,0.005,0.033594068,1.756575071
0.188245053,0.009,0.033932508,1.789185887
0.235522215,0.0109,0.033606754,1.83257796
0.192275617,0.0143,0.03358979,2.175789585
0.329286995,0.021,0.034095851,2.422542857
0.180506154,0.0236,0.033765616,3.119993846
0.220046575,0.0195,0.033220856,3.185568689
0.127985729,0.0038,0.033596686,1.672349496
0.20653325,0.013,0.033599115,2.085863329
0.173914356,0.0201,0.032965198,2.56165132
0.171236657,0.0095,0.033742111,1.981573604
0.226791282,0.0101,0.033903611,1.75201859
0.17949792,0.0171,0.033868461,1.870652314
0.175861441,0.0392,0.029803493,3.462182627
0.367244508,0.0352,0.035693752,2.942926705
0.294036364,0.0533,0.034677629,3.224430808
0.186663558,0.0074,0.033673896,1.602298589
0.248517647,0.0361,0.034341478,3.772877376
0.103107064,0.0047,0.033395705,1.972571408
0.193887753,0.0141,0.033551291,1.870987303
0.25123236,0.0274,0.034339755,3.594250635
0.052112715,0.0037,0.032585772,1.484033333
0.193309091,0.0191,0.03354227,2.813153589
0.141559536,0.0159,0.03361383,2.341425721
0.192657723,0.0058,0.033565992,1.65924392
0.120366003,0.0064,0.033362074,1.739226635
0.225154996,0.0111,0.033819964,2.156280122
0.25762156,0.0474,0.033465914,4.559426147
0.163216543,0.0247,0.032260316,3.371217778
0.130021217,0.0053,0.033739857,1.698083526
0.219906536,0.0329,0.033182846,3.364288889
0.253613825,0.0287,0.034352224,4.721621198
0.254911083,0.0362,0.033151106,4.126706045
0.218931312,0.0114,0.033622581,1.864127128
0.188527953,0.0085,0.033516036,1.885675599
0.178094857,0.0036,0.034154142,1.54970419
0.183685909,0.0291,0.034161604,3.103222727
0.197566435,0.0138,0.033203558,2.101673421
0.199922765,0.0214,0.033568327,3.07089916
0.199085732,0.012,0.033383075,2.217649586
0.116476023,0.0044,0.033157075,1.737077151
0.234573087,0.0234,0.033683455,2.958367282
0.239367514,0.0092,0.033824891,1.927356845
0.194810753,0.0075,0.033661743,1.77145007
0.107288953,0.0048,0.033499021,1.580345165
0.131366317,0.0189,0.032852185,2.732566168
0.191150717,0.0084,0.033640269,1.945742028
0.337746224,0.0248,0.034372403,2.829354691
0.214011684,0.031,0.034749574,4.318175114
0.192923805,0.0157,0.033583001,1.61617385
0.105462609,0.0235,0.032612847,3.631897391
0.164307007,0.0096,0.033457475,1.865499424
0.167835829,0.0223,0.032223109,3.029803743
0.247235052,0.0281,0.034733705,3.181544845
0.191011761,0.0164,0.033683408,2.378247243
0.210500976,0.0245,0.033949318,3.597296585
0.332718499,0.0348,0.034001876,3.355983914
0.171076126,0.0077,0.033895652,1.74739561
0.193798483,0.0148,0.033926253,2.285177197
0.177080655,0.0172,0.033304389,2.13023869
0.186593925,0.067,0.031727536,4.804068692
0.195585149,0.0272,0.033165754,3.977999505
0.249492024,0.0183,0.033750156,2.512557312
0.207486255,0.0146,0.034024537,1.939846327
0.172535519,0.032,0.032245816,4.350118579
0.2512504,0.0132,0.033769617,1.648520933
0.337400448,0.0271,0.03311672,5.170526906
0.190447841,0.0127,0.033733495,1.934354987
0.25501504,0.0277,0.03269268,3.49958285
0.276467923,0.0196,0.033809289,2.733445411
0.235348541,0.007,0.033572242,1.926069544
0.273133769,0.0213,0.033795284,2.563680083
0.206821957,0.0147,0.033074368,1.773532776
0.118270384,0.0033,0.033500577,1.363795421
0.228684267,0.0128,0.033941523,1.896979858
0.200389943,0.0129,0.033806562,2.228040768
0.204603035,0.0672,0.034439793,4.588069309
0.14790514,0.0351,0.03308635,4.054401869
0.204715574,0.0309,0.029219725,2.91330082
0.205529882,0.0103,0.033722084,2.295187251
0.194788162,0.0083,0.033608018,2.20039976
0.164023017,0.0082,0.033471436,2.369817911
0.215910159,0.0119,0.03377427,2.015310938
0.128135747,0.068,0.032167875,4.197979186
0.256287172,0.0175,0.034561434,2.166036207
0.166277361,0.0057,0.033780717,1.723643823
0.530312626,0.0325,0.036245092,3.604339899
0.352151174,0.0182,0.034298406,2.317373322
0.228601449,0.0177,0.033561627,2.410148309
0.223616057,0.0112,0.033620488,1.791860906
0.284196889,0.0215,0.034359041,5.273483333
0.260005677,0.0134,0.033707944,2.472808301
0.249989545,0.024,0.03499612,5.120475455
0.192136577,0.0165,0.033805328,2.342012006
0.149297596,0.036,0.032202854,4.095010096
0.238680829,0.0693,0.034303549,4.256709326
0.149971429,0.0232,0.034389863,4.328558442
0.105426295,0.004,0.033531161,1.616952033
0.187246291,0.0102,0.033778656,2.322206901
0.230916895,0.0239,0.033128886,4.729687671
0.201616606,0.0118,0.033606179,2.013141991
0.27519743,0.0205,0.033056458,2.546030607
0.239248921,0.0155,0.03320529,2.143308838
0.243142155,0.0174,0.032952456,2.56437504
0.235629723,0.0339,0.032649307,3.10956801
0.235241741,0.039,0.033818925,3.504856027
0.573205627,0.0176,0.036276484,2.584909486
0.345317742,0.0342,0.035097683,4.52315914
0.229868074,0.0125,0.033430812,1.938503501
0.147951085,0.0116,0.033444915,1.977278675
0.249221395,0.0643,0.032599522,4.139576744
0.140250406,0.0045,0.033482466,1.802584154
0.178548765,0.0153,0.033809039,2.309695174
0.167896667,0.0136,0.033219061,1.73808918
0.186366144,0.0069,0.034025946,1.586254587
0.219143171,0.0091,0.033145359,1.826166816
0.243035434,0.0204,0.033971813,2.478383427
0.176380263,0.0289,0.032975693,5.3243
0.202530962,0.0099,0.03371405,1.891262364
0.106687389,0.0034,0.033452263,1.614225412
0.181264065,0.0154,0.033623576,2.658715608
0.140187731,0.0355,0.033715418,3.994651389
0.190845437,0.0222,0.033645762,4.338986027
0.18565226,0.0076,0.033687846,1.712995966
0.187320462,0.0139,0.033703249,1.843994822
0.218803424,0.0166,0.033463928,2.427427958
0.213816083,0.0113,0.033805721,1.814052567
0.147456427,0.0051,0.033095903,1.52547018
0.277298382,0.0353,0.034365784,4.204595146
0.162632287,0.029,0.032486713,4.196677578
0.155531644,0.0072,0.033465606,1.680987763
0.160758099,0.0167,0.034010351,2.128821076
0.171085683,0.0087,0.033485792,2.00593802
0.139061738,0.0199,0.033290611,3.197375986
0.157319231,0.0344,0.033120626,3.540178733
0.204864724,0.0162,0.033926968,2.038870518
0.149329001,0.0062,0.033465297,1.807692975
0.187591354,0.0218,0.034085201,3.474417195
0.17758845,0.0198,0.0334035,3.004673708
0.137522173,0.0185,0.03307553,2.252074293
0.147490104,0.0319,0.032254003,3.855134896
0.253781395,0.0238,0.032667718,3.570700465
0.166851711,0.0065,0.033635823,1.75522994
0.144670462,0.0066,0.033606698,1.791590313
0.20210574,0.0161,0.033566692,2.194235732
0.206758959,0.0221,0.033549147,3.473761562
0.17285991,0.0659,0.033949934,4.357863964
0.123212281,0.0375,0.033305782,2.809872368
0.232683333,0.0181,0.032918394,2.310611475
0.153940541,0.045,0.034709823,3.109650901
0.177335444,0.0212,0.033252507,2.775216525
0.180000787,0.0133,0.033240897,2.00062336
0.173121973,0.0233,0.033998577,4.123948206
0.086458079,0.0315,0.032716343,2.746033188
0.191426679,0.0149,0.033919515,2.263415803
0.12625,0.0356,0.032757695,3.846655882
0.215761671,0.0106,0.033771652,1.902594717
0.179573255,0.0059,0.033721078,1.669151942
0.272152425,0.02,0.033556203,2.259173559
0.140948113,0.0651,0.032972684,6.037741038
0.213553763,0.0209,0.033633686,3.19224424
0.121813426,0.0654,0.031661766,3.356652315
0.230087127,0.0073,0.033713941,1.687392524
0.230605199,0.0229,0.033631174,4.398323547
0.212864639,0.0122,0.033739761,1.712670567
0.222528562,0.0104,0.033613612,1.96382294
0.264747278,0.0121,0.033876231,3.856116488
0.124595279,0.0314,0.034269443,4.398953219
0.334222872,0.0504,0.029473173,4.031007979
0.242487624,0.0263,0.03497876,4.461113861
0.121354862,0.0043,0.033735463,1.587473864
0.170046377,0.0231,0.033694785,2.954261594
0.190720183,0.0326,0.032972387,2.63316789
0.100856332,0.0228,0.033606168,5.888457205
0.21071875,0.0151,0.033535183,1.932627193
0.171991931,0.0081,0.033645578,2.262048826
0.131368558,0.0207,0.033773903,3.337077761
0.113424903,0.0266,0.033276155,0.69292166
0.208509912,0.0135,0.033716127,1.35938779
0.278549358,0.0048,0.033445295,1.23512231
0.242032324,0.014,0.033445668,1.383616005
0.208264107,0.0107,0.03369088,1.35690809
0.141893382,0.0268,0.033328378,0.760204485
0.145354417,0.0215,0.033637126,0.999592226
0.195192513,0.0122,0.033197925,1.175408747
0.120822148,0.0036,0.033223439,0.63493755
0.1375072,0.0267,0.034486875,0.7200516
0.224343066,0.0093,0.033424061,1.195584638
0.205637709,0.0099,0.033465355,1.35579585
0.208126285,0.0084,0.033717431,1.265340729
0.219269194,0.0098,0.033644787,1.327059477
0.307317401,0.0058,0.033151335,1.110563277
0.212843233,0.0128,0.033690629,1.36982721
0.237028698,0.0143,0.033810638,1.409876991
0.25404375,0.032,0.034190434,3.979350962
0.242083127,0.0072,0.0336171,1.07663893
0.16811732,0.0045,0.033150892,1.237385161
0.142713095,0.0235,0.032196026,3.147015714
0.203256997,0.0184,0.032490469,1.88417828
0.120132985,0.0035,0.033339753,0.786622129
0.213615007,0.015,0.03326757,1.376067793
0.203885723,0.0056,0.033520561,1.088693382
0.212809995,0.0062,0.033630236,1.319264028
0.220833921,0.0325,0.033740372,5.648988987
0.069873391,0.0223,0.033157344,3.294551931
0.213193625,0.0092,0.03341484,1.070262132
0.183383878,0.0088,0.033538733,1.088068738
0.186289769,0.0176,0.033665718,1.648792244
0.185422963,0.0078,0.033723481,1.166466973
0.210941016,0.0051,0.033627001,1.442365262
0.177589423,0.0375,0.033341574,4.252652404
0.214572991,0.0191,0.034044546,1.563588068
0.177358827,0.0086,0.033429709,1.010336341
0.141813925,0.0251,0.034580406,2.580381908
0.160781759,0.0112,0.033611931,1.490424927
0.201124821,0.0083,0.033704069,1.243320308
0.126928776,0.0034,0.033561879,0.748332132
0.163600258,0.0214,0.033207659,1.988962113
0.197813883,0.0136,0.033574257,1.129129541
0.244519935,0.0205,0.034080775,1.788077696
0.216246524,0.0118,0.033675834,1.395158698
0.107538401,0.0042,0.03321849,0.829200317
0.166746774,0.0181,0.033448076,1.846860108
0.169233593,0.0221,0.033715262,2.421834928
0.210157176,0.0378,0.033199924,3.021289583
0.207785224,0.0073,0.033719334,0.936266953
0.20285134,0.0046,0.034161588,1.20313624
0.218088302,0.0082,0.033525353,1.176941529
0.192368416,0.0212,0.033208398,2.316450763
0.205845691,0.0155,0.033278792,1.611999295
0.150663402,0.0094,0.033315066,1.157113014
0.168206354,0.0177,0.033502076,1.888708211
0.121010502,0.0436,0.032750166,6.02110274
0.226789275,0.0162,0.034130411,1.272809732
0.200264354,0.0192,0.033582855,1.55110932
0.20508866,0.0208,0.032728226,1.962903866
0.256715671,0.0075,0.033825884,1.22814388
0.208444411,0.0244,0.032361453,1.693834743
0.152249784,0.017,0.032983385,1.661209437
0.165541744,0.0247,0.033432722,1.674050974
0.156790432,0.0198,0.033948314,1.449288382
0.180033714,0.0144,0.033382545,1.320917946
0.198823874,0.0279,0.030267091,2.36217973
0.196529965,0.013,0.033432598,1.672978866
0.120048168,0.0344,0.031036031,2.378198429
0.169329804,0.0125,0.03378455,1.336878151
0.154148494,0.0188,0.033360077,1.623714921
0.166192202,0.0394,0.03339732,3.451001835
0.194901929,0.0145,0.033452837,1.615704976
0.19083838,0.003,0.03356858,0.672912367
0.170783398,0.0126,0.033494437,1.239469327
0.173643528,0.0127,0.033539788,1.313297529
0.2226458,0.0101,0.033957217,1.336622669
0.205844043,0.0081,0.033275604,1.261366087
0.223412628,0.008,0.033742919,1.1002919
0.224879978,0.0117,0.033892768,1.281755513
0.197393636,0.0422,0.033983996,3.551820909
0.133616288,0.0173,0.033968283,1.573894697
0.135200191,0.0055,0.033746082,1.113145186
0.412572603,0.03,0.034138602,3.029948858
0.205520133,0.0175,0.033614938,1.757507786
0.161057284,0.011,0.033325376,1.30564953
0.201977166,0.0132,0.033134265,1.499962307
0.155417892,0.0163,0.03381657,1.754453329
0.147366985,0.0252,0.033519976,2.053217622
0.15522087,0.0426,0.033303256,2.763660435
0.143960082,0.0038,0.033535043,0.750851934
0.214782354,0.01,0.033533347,1.205114091
0.199031979,0.0116,0.033614329,1.353189309
0.219360219,0.0202,0.033360863,1.177971168
0.240411761,0.0153,0.033494625,1.529221132
0.095376991,0.038,0.03456423,2.529732301
0.289120513,0.0236,0.034020774,1.727161026
0.096013554,0.0269,0.033430041,1.038886446
0.038272766,0.0261,0.033209812,1.404483638
0.207030114,0.0238,0.032886079,2.608078977
0.224457831,0.0123,0.03379411,1.246349811
0.10485035,0.0274,0.032782619,0.897255944
0.058761679,0.035,0.033419883,1.304548545
0.117123183,0.0043,0.033674755,0.77728672
0.247112304,0.0151,0.033339661,1.272842974
0.242560936,0.0134,0.033766858,1.430597414
0.209579251,0.0067,0.033307083,1.078333446
0.232116512,0.0089,0.033814192,1.127659989
0.187256413,0.0201,0.033801778,1.784601135
0.215671752,0.0097,0.03354367,1.212155287
0.120148379,0.0033,0.033935959,0.703103491
0.201892613,0.0152,0.033956454,1.114756633
0.291176549,0.04,0.035163764,3.277779204
0.113345622,0.022,0.033910337,1.255250037
0.242801257,0.0074,0.033757972,1.233090586
0.165060606,0.0137,0.033819416,1.351603074
0.229202755,0.0164,0.033821243,1.572307092
0.161429805,0.0291,0.033763844,3.958619586
0.176797012,0.0049,0.033605249,1.170576016
0.235412527,0.007,0.033950864,1.150439697
0.16124914,0.0165,0.033773912,1.438959648
0.199644631,0.0085,0.033432193,1.220593265
0.22434339,0.0196,0.033567717,2.128433755
0.227946154,0.0248,0.03319879,2.191879808
0.150676272,0.016,0.033299319,1.749908055
0.214982878,0.0066,0.033820891,1.278962214
0.20182079,0.006,0.033781136,1.412091654
0.12483195,0.0216,0.033006214,1.499291286
0.183124227,0.0146,0.03344483,1.397799703
0.214200686,0.024,0.034843564,3.571443707
0.188146353,0.0195,0.033068824,1.572736412
0.178901249,0.0183,0.033187549,1.708027144
0.202078272,0.0239,0.033950353,2.547353827
0.196415002,0.0063,0.032891254,1.236991319
0.143542795,0.0259,0.03066076,4.825662882
0.176286623,0.0159,0.033440942,1.520471234
0.109371241,0.0219,0.033510726,0.978183968
0.160963981,0.0319,0.033370902,2.342042654
0.151950237,0.0376,0.0358006,2.90344218
0.18117277,0.0064,0.034363061,1.679190297
0.123596424,0.0199,0.032974469,1.258382869
0.262044028,0.0174,0.033770003,1.464226756
0.098815286,0.0265,0.03376001,0.898010617
0.218238513,0.0179,0.033843556,1.480986463
0.226970683,0.0061,0.033511433,1.315464805
0.229418737,0.021,0.034123096,2.223597963
0.28526682,0.0388,0.033531405,3.85789447
0.232767485,0.0131,0.034030984,1.31452155
0.19152076,0.0114,0.033943799,1.287973215
0.112174879,0.0421,0.033085674,3.082671014
0.169149472,0.0207,0.033318371,2.119107784
0.188272391,0.0111,0.033441838,1.420685883
0.213135035,0.0234,0.033769169,2.65924109
0.130910986,0.0246,0.034040084,1.54360387
0.220871774,0.0147,0.033785893,1.448048689
0.180181495,0.018,0.032815777,1.650185053
0.192156757,0.0406,0.033611744,3.082948198
0.203391247,0.0104,0.033474187,1.381234895
0.181823956,0.0109,0.033658847,1.211562971
0.179601815,0.0057,0.033497679,1.117643559
0.183994274,0.0197,0.033649678,1.857894038
0.159980519,0.0113,0.033611755,1.366991961
0.359453636,0.0386,0.035023857,3.78769
0.130089486,0.0206,0.031824337,2.104938785
0.13509814,0.0418,0.03237885,3.525330233
0.146760381,0.0071,0.033237767,1.278650952
0.217788152,0.0294,0.032698075,3.586414218
0.086325,0.023,0.032913912,1.288508032
0.202557838,0.009,0.033270583,0.941686629
0.095522242,0.0172,0.033222675,1.441641794
0.226158095,0.012,0.033600835,1.4968663
0.101171898,0.0258,0.034486686,1.784924635
0.184273016,0.0102,0.033650543,1.252582664
0.274453863,0.0119,0.033884673,1.401080331
0.159397764,0.0068,0.033621555,0.991555318
0.131133712,0.0351,0.034135614,0.938736742
0.127516587,0.0053,0.033285352,1.292444749
0.302075389,0.025,0.03263876,1.526919315
0.124551262,0.0041,0.033459918,0.66363534
0.199325089,0.0232,0.033996766,2.005056686
0.120175814,0.0392,0.028499145,4.152016279
0.147189912,0.0226,0.034567694,2.799669737
0.164614323,0.0149,0.033435177,1.551573522
0.176036304,0.0079,0.033350206,1.342669824
0.239215487,0.0204,0.034218806,2.17453695
0.25095401,0.0159,0.033314767,1.516088615
0.234820465,0.0366,0.033296146,2.041315814
0.28531234,0.0318,0.03365161,2.039024681
0.073495853,0.0392,0.033200536,3.536225806
0.630693488,0.0785,0.035212089,6.708243721
0.272473729,0.0075,0.033894888,1.271891911
0.205105739,0.0256,0.033771623,2.264896126
0.272013968,0.0204,0.034037116,1.400721202
0.199379333,0.0171,0.033488441,1.39970571
0.171904541,0.0226,0.032843382,1.586257553
0.315767521,0.0314,0.033786626,1.498044872
0.218469548,0.0172,0.033747409,1.325953085
0.225414682,0.0288,0.03336561,1.721352529
0.288483231,0.0161,0.033809583,1.402255425
0.157107921,0.0225,0.033294638,1.968878614
0.201550267,0.0276,0.033822211,2.925634935
0.324889032,0.0202,0.033745124,1.495863925
0.22686769,0.0174,0.033620935,1.538096794
0.164264975,0.04,0.034773378,2.33008731
0.253168015,0.0178,0.033632901,1.426568164
0.261149239,0.0297,0.030055773,3.059258883
0.204149455,0.0305,0.033432258,2.393103636
0.25858732,0.0249,0.034008246,2.077789935
0.195654448,0.0194,0.033665377,1.503471672
0.21394424,0.0323,0.033769116,1.676818698
0.24014616,0.0184,0.033642346,1.66281057
0.377157484,0.0363,0.033844093,2.928315835
0.19987574,0.0347,0.033883327,2.300671834
0.163152524,0.0329,0.03371996,2.061987697
0.248688162,0.0191,0.033501122,1.94236157
0.193506754,0.0091,0.033785761,1.159759912
0.346023767,0.0585,0.034743426,4.023547534
0.178741186,0.0092,0.033588969,1.248756877
0.211196419,0.027,0.033199401,2.866853197
0.23041815,0.0155,0.033490697,1.305735937
0.196268148,0.0143,0.033626348,1.359604527
0.12245824,0.0293,0.033258363,2.43904986
0.243680648,0.0231,0.033393357,1.990936111
0.251648479,0.0237,0.034129767,2.150689021
0.144494273,0.0757,0.032761409,7.449409031
0.194624079,0.0286,0.032447602,2.409107817
0.232412617,0.0524,0.033384935,4.330767757
0.26868344,0.0166,0.034176678,1.403969363
0.170581789,0.0104,0.033314672,1.311040526
0.143428696,0.0381,0.033350247,3.183326087
0.249430734,0.0804,0.032213054,5.959710092
0.214568428,0.0257,0.033748677,1.871140541
0.267860856,0.0131,0.034053902,1.278734118
0.285613726,0.0195,0.03360042,1.551173439
0.170816957,0.0644,0.034338952,5.398166522
0.374986076,0.055,0.034808991,5.274778481
0.215919985,0.0244,0.033115275,1.919173676
